index,HeavyAtomMolWt,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,Chi0,Chi1,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,TPSA,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,FractionCSP3,refractive_index,state,E_T(30),E_T^N,coor_0_atomic_No.,coor_1_atomic_No.,coor_2_atomic_No.,coor_3_atomic_No.,max_delta_X_coor_0,max_delta_X_coor_1,max_delta_X_coor_2,max_delta_X_coor_3,min_delta_X_coor_0,min_delta_X_coor_1,min_delta_X_coor_2,min_delta_X_coor_3,sum_delta_X_coor_0,sum_delta_X_coor_1,sum_delta_X_coor_2,sum_delta_X_coor_3,max_bond_order_coor_0,max_bond_order_coor_1,max_bond_order_coor_2,max_bond_order_coor_3,min_bond_order_coor_0,min_bond_order_coor_1,min_bond_order_coor_2,min_bond_order_coor_3,sum_bond_order_coor_0,sum_bond_order_coor_1,sum_bond_order_coor_2,sum_bond_order_coor_3,kappa1,kappa2,kappa3,phi,Exp. PLQY,Exp. kr,Exp. emission wavelength,Exp. emission energy,Exp. lifetime,Exp. knr,Ref.
50,723.008,0,0.658536585,1.268292683,1.975609756,1.488891098,28.47396254,19.44167482,-2.841688312,25.83602548,8.376018846,3.587063616,253.1426798,11.8,41,0,2,0,2,2,3,3,6,3,0,5,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.222222222,1.4448,1,40.7,0.309,17,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,0,1.5,1.5,1.5,0,1.5,1.5,1.5,0,3,3,3,28.472,9.748,4.293,5.278,0.03,7333.333333,644,1.925465839,4.5,215555.5556,"Angew. Chem. Int. Ed. 2015, 54, 2084"
51,895.128,0,0.543859649,1.140350877,1.789473684,1.323197618,39.90683767,27.29017534,-3.581688312,38.90993161,14.3076014,6.21539647,349.6161625,11.8,57,0,2,1,2,3,4,2,6,2,0,4,11,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0.396226415,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,42.308,16.282,7.258,9.767,0.73,74489.79592,568,2.183098592,9.8,27551.02041,"Chem. Eur. J. 2010, 16, 14131 "
52,750.996,0,0.577777778,1.266666667,2.022222222,1.368332386,30.59743659,22.11350542,-3.061688312,29.34761643,11.62790629,4.387737359,276.0149611,11.8,45,0,2,1,2,3,3,2,5,2,0,4,11,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0.317073171,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,32.219,13.372,5.215,7.584,0.16,72727.27273,588,2.108843537,2.2,381818.1818,"Chem. Eur. J. 2010, 16, 14131 "
53,726.974,0,0.604651163,1.302325581,2.069767442,1.343993662,29.18322303,21.11350542,-2.801688312,27.7261526,10.67464817,3.948854293,263.6395314,11.8,43,0,2,1,2,3,3,2,5,2,0,4,10,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0.333333333,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,30.341,12.223,4.667,6.883,0.35,38461.53846,563,2.202486679,9.1,71428.57143,"Chem. Eur. J. 2010, 16, 14131 "
54,750.996,0,0.577777778,1.244444444,2.022222222,1.295662535,30.59743659,22.11350542,-3.061688312,29.34761643,11.62790629,4.387737359,276.0149611,11.8,45,0,2,1,2,3,3,2,5,2,0,4,11,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0.317073171,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,32.219,13.372,5.215,7.584,0.07,70000,568,2.183098592,1,930000,"Chem. Eur. J. 2010, 16, 14131 "
55,799.04,0,0.551020408,1.204081633,1.979591837,1.231767893,33.16635069,24.07983191,-3.581688312,31.4032622,12.32708764,4.698850824,298.6966256,11.8,49,0,2,1,2,3,4,2,6,2,0,4,11,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0.288888889,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,34.748,14.336,5.656,7.9,0.47,35606.06061,558,2.222222222,13.2,40151.51515,"Chem. Eur. J. 2010, 16, 14131 "
56,511.356,0,0.62962963,1.37037037,2.296296296,1.758717086,17.84672421,13.39381341,-3.011688312,15.08578772,5.491505909,1.900883282,161.7175806,11.8,27,0,2,0,2,2,2,2,4,2,0,3,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,17.824,7.053,2.593,3.069,0.04,100000,582,2.130584192,0.4,2400000,"J. Am. Chem. Soc. 2004, 126, 4958"
57,606.346,0,0.625,1.25,2.03125,1.732147569,22.19794165,15.46406817,-3.361688312,19.33312466,6.569470398,2.228653704,182.5452577,11.8,32,0,2,0,2,2,2,2,4,2,0,8,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,22.463,8.294,3.084,3.969,0.06,100000,560,2.214285714,0.6,1566666.667,"J. Am. Chem. Soc. 2004, 126, 4958"
58,583.422,0,0.575757576,1.272727273,2.121212121,1.599352496,21.82985188,16.3601399,-3.791688312,18.74866035,7.106381508,2.607095284,196.7746749,11.8,33,0,2,0,2,2,3,2,5,2,0,3,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,22.217,9.141,3.556,4.037,0.07,87500,597,2.077051926,0.8,1162500,"J. Am. Chem. Soc. 2004, 126, 4958"
59,618.875,0,0.647058824,1.382352941,2.235294118,1.579091492,22.70009537,16.75398675,-3.501688312,19.92161614,7.505238262,2.751447443,207.0779411,11.8,34,0,2,0,2,2,3,2,5,2,0,4,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,23.141,9.387,3.75,4.397,0.08,114285.7143,603,2.056384743,0.7,1314285.714,"J. Am. Chem. Soc. 2004, 126, 4958"
60,595.433,0,0.647058824,1.382352941,2.235294118,1.579091492,22.70009537,16.75398675,-3.791688312,19.65725232,7.356302175,2.683868681,203.139617,11.8,34,0,2,0,2,2,3,2,5,2,0,3,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.032258065,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,23.141,9.387,3.75,4.253,0.09,112500,597,2.077051926,0.8,1137500,"J. Am. Chem. Soc. 2004, 126, 4958"
61,611.432,0,0.685714286,1.428571429,2.257142857,1.549787434,23.40720215,17.29199156,-3.991688312,20.38744013,7.769804823,2.905696113,208.2531622,21.03,35,0,3,0,2,2,3,2,5,3,0,4,2,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.032258065,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,24.069,9.951,3.94,4.526,0.09,90000,594,2.087542088,1,910000,"J. Am. Chem. Soc. 2004, 126, 4958"
62,519.401,0,0.769230769,1.576923077,2.5,1.747639936,17.13961743,12.89381341,-2.531688312,14.61838189,5.236787385,1.712638285,159.3579439,11.8,26,0,2,0,2,2,1,3,4,3,0,4,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,16.909,6.519,2.355,2.944,0.05,50000,615,2.016260163,1,950000,"J. Am. Chem. Soc. 2004, 126, 4958"
63,531.412,0,0.851851852,1.666666667,2.555555556,1.706817132,18.00986092,13.28766026,-2.531688312,15.51876618,5.486671262,1.950449076,165.722886,11.8,27,0,2,0,2,2,1,3,4,3,0,4,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.043478261,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,17.824,6.768,2.526,3.154,0.04,44444.44444,616,2.012987013,0.9,1066666.667,"J. Am. Chem. Soc. 2004, 126, 4958"
64,614.391,0,0.741935484,1.419354839,2.193548387,1.717750056,21.49083487,14.96406817,-2.881688312,18.85289977,6.316323566,2.203490605,180.1856209,11.8,31,0,2,0,2,2,1,3,4,3,0,9,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,21.528,7.765,2.84,3.841,0.04,36363.63636,616,2.012987013,1.1,872727.2727,"J. Am. Chem. Soc. 2004, 126, 4958"
65,739.565,0,0.586956522,1.195652174,1.891304348,1.469987202,32.00949644,21.93065668,-4.311688312,29.11415677,10.09266057,4.438571441,276.7408184,11.8,46,0,2,0,2,2,4,2,6,2,0,3,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.209302326,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,33.161,12.347,5.781,6.388,0.27,77142.85714,573,2.164048866,3.5,208571.4286,"Angew. Chem. Int. Ed. 2015, 54, 2084"
66,822.544,0,0.56,1.1,1.74,1.488175242,35.49047039,23.60706459,-4.661688312,32.53750362,10.91725726,4.643919524,291.2035533,11.8,50,0,2,0,2,2,4,2,6,2,0,8,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.19047619,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,36.95,13.338,6.031,7.104,0.99,180000,521,2.380038388,5.5,1818.181818,"Angew. Chem. Int. Ed. 2015, 54, 2084"
67,830.589,0,0.632653061,1.204081633,1.836734694,1.470287909,34.78336361,23.10706459,-4.181688312,32.04795006,10.65840078,4.617781983,288.8439166,11.8,49,0,2,0,2,2,3,3,6,3,0,9,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.2,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,3,1.5,1.5,1.5,3,1.5,1.5,1.5,3,3,3,3,36,12.804,5.742,6.971,0.66,75862.06897,591,2.098138748,8.7,39080.45977,"Angew. Chem. Int. Ed. 2015, 54, 2084"
68,450.721,0,0.7,1.25,1.8,2.044284137,13.31962648,9.815515147,-1.501688312,11.18985685,3.57544091,1.082734002,124.1623563,11.8,20,0,2,0,2,2,1,2,3,2,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,12.535,4.263,1.433,2,0.6,83333.33333,491,2.525458248,7.2,55555.55556,"Inorg. Chem. 2003, 42, 8609"
69,506.741,0,1,1.541666667,2.041666667,1.962318505,16.47432702,11.6580504,-2.031688312,14.32307212,4.746824338,1.555198172,146.1673079,38.1,24,0,4,0,2,2,1,2,3,4,0,6,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.055555556,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,16.194,5.75,2.074,2.833,0.58,72500,481,2.577962578,8,52500,"Inorg. Chem. 2003, 42, 8609"
70,462.732,0,0.857142857,1.380952381,1.904761905,2.047271909,14.18986997,10.209362,-1.501688312,12.08336443,3.821562974,1.289064148,130.5272984,11.8,21,0,2,0,2,2,1,2,3,2,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.058823529,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,13.44,4.513,1.582,2.199,0.68,87179.48718,505,2.455445545,7.8,41025.64103,"Inorg. Chem. 2003, 42, 8609"
71,469.719,0,0.857142857,1.380952381,1.904761905,2.047271909,14.18986997,10.209362,-1.571688312,12.02054543,3.790474475,1.276169136,128.3278917,11.8,21,0,2,0,2,2,1,2,3,2,0,5,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,13.44,4.513,1.582,2.17,0.39,55714.28571,504,2.46031746,7,87142.85714,"Inorg. Chem. 2010, 49, 11276"
72,469.719,0,0.857142857,1.523809524,2.285714286,2.056821437,14.18986997,10.22619875,-1.571688312,12.02054543,3.790474475,1.23624661,128.3278917,11.8,21,0,2,0,2,2,1,2,3,2,0,5,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,13.44,4.513,1.534,2.17,0.52,80000,481,2.577962578,6.5,73846.15385,"Inorg. Chem. 2010, 49, 11276"
73,488.717,0,0.818181818,1.318181818,1.818181818,2.076133109,15.06011345,10.63688235,-1.641688312,12.85826431,4.005594445,1.256194963,132.4934271,11.8,22,0,2,0,2,2,1,2,3,2,0,6,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,14.352,4.762,1.644,2.341,0.6,103448.2759,471,2.632696391,5.8,68965.51724,"Inorg. Chem. 2010, 49, 11276"
74,507.715,0,0.739130435,1.217391304,1.695652174,2.096327532,15.93035694,11.06440271,-1.711688312,13.70229664,4.220789034,1.373494467,136.6589625,11.8,23,0,2,0,2,2,1,2,3,2,0,7,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,15.27,5.011,1.698,2.515,0.46,58974.35897,517,2.398452611,7.8,69230.76923,"Inorg. Chem. 2010, 49, 11276"
75,476.739,0,0.909090909,1.454545455,1.954545455,2.039672262,14.89697675,10.7473668,-2.011688312,12.52418432,4.042018542,1.267913254,134.9198781,35.59,22,0,3,0,2,2,1,2,3,3,0,5,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,14.352,4.997,1.745,2.301,0.58,120833.3333,481,2.577962578,4.8,87500,"Inorg. Chem. 2010, 49, 11276"
76,490.742,0,0.956521739,1.47826087,1.956521739,2.010752823,15.76722023,11.1200456,-1.831688312,13.59305716,4.372312111,1.520542562,141.0537626,28.87,23,0,3,0,2,2,1,2,3,3,0,5,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.055555556,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,15.27,5.247,1.903,2.584,0.63,96923.07692,485,2.556701031,6.5,56923.07692,"Inorg. Chem. 2010, 49, 11276"
77,478.731,0,0.909090909,1.454545455,1.954545455,2.010632514,14.89697675,10.7473668,-1.701688312,12.80402025,4.184018274,1.324400445,135.6408437,21.03,22,0,3,0,2,2,1,2,3,3,0,5,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.058823529,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,14.352,4.997,1.745,2.435,0.3,23076.92308,547,2.26691042,13,53846.15385,"Inorg. Chem. 2010, 49, 11276"
