index,HeavyAtomMolWt,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,Chi0,Chi1,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,TPSA,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,FractionCSP3,refractive_index,state,E_T(30),E_T^N,coor_0_atomic_No.,coor_1_atomic_No.,coor_2_atomic_No.,coor_3_atomic_No.,max_delta_X_coor_0,max_delta_X_coor_1,max_delta_X_coor_2,max_delta_X_coor_3,min_delta_X_coor_0,min_delta_X_coor_1,min_delta_X_coor_2,min_delta_X_coor_3,sum_delta_X_coor_0,sum_delta_X_coor_1,sum_delta_X_coor_2,sum_delta_X_coor_3,max_bond_order_coor_0,max_bond_order_coor_1,max_bond_order_coor_2,max_bond_order_coor_3,min_bond_order_coor_0,min_bond_order_coor_1,min_bond_order_coor_2,min_bond_order_coor_3,sum_bond_order_coor_0,sum_bond_order_coor_1,sum_bond_order_coor_2,sum_bond_order_coor_3,kappa1,kappa2,kappa3,phi,Exp. PLQY,Exp. kr,Exp. emission wavelength,Exp. emission energy,Exp. lifetime,Exp. knr,Ref.
78,454.713,0,0.85,1.4,1.95,2.044284137,13.31962648,9.815515147,-1.641688312,11.06546557,3.513799878,1.059134869,122.6016523,37.58,20,0,4,0,2,2,1,2,3,4,0,6,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,12.535,4.263,1.433,1.944,0.32,56140.35088,484,2.561983471,5.7,119298.2456,"Inorg. Chem. 2010, 49, 11276"
79,546.809,0,0.571428571,1.035714286,1.535714286,1.670352812,18.45745468,13.74816814,-2.541688312,15.38904705,5.082868962,1.698680778,169.5256854,11.8,28,0,2,0,2,2,3,2,5,2,0,4,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,17.657,6.259,2.285,2.794,0.2,5000,558,2.222222222,40,20000,"Inorg. Chem. 2010, 49, 11276"
80,546.809,0,0.571428571,1.071428571,1.607142857,1.711661478,18.45745468,13.78184164,-2.541688312,15.38904705,5.082868962,1.620101951,169.5256854,11.8,28,0,2,0,2,2,3,2,5,2,0,4,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,17.657,6.259,2.182,2.794,0.07,20571.42857,592,2.094594595,3.5,265714.2857,"Inorg. Chem. 2010, 49, 11276"
81,584.805,0,0.666666667,1.133333333,1.633333333,1.753257934,20.19794165,14.60320885,-2.681688312,17.04527194,5.513021372,1.795501763,177.8567562,11.8,30,0,2,0,2,2,3,2,5,2,0,6,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,19.468,6.759,2.396,3.132,0.1,22727.27273,594,2.087542088,4.4,204545.4545,"Inorg. Chem. 2010, 49, 11276"
82,541.329,0,0.678571429,1.214285714,1.785714286,1.799114656,18.88010441,13.71518061,-2.911688312,16.08009173,5.552795196,1.847332855,163.8909742,21.03,28,0,3,0,2,2,2,2,4,3,0,6,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,18.744,7.017,2.576,3.189,0.34,113333.3333,471,2.632696391,3,220000,"Inorg. Chem. 2010, 49, 11276"
83,599.421,0,0.5,1.029411765,1.617647059,1.572243311,22.27744564,16.8601399,-3.811688312,18.59704112,6.620262362,2.205999804,200.9232325,21.03,34,0,3,0,2,2,4,2,6,3,0,4,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,22.026,8.514,3.112,3.621,0.04,10294.11765,592,2.094594595,3.4,282352.9412,"Inorg. Chem. 2010, 49, 11276"
84,637.417,0,0.583333333,1.083333333,1.638888889,1.613655805,24.01793261,17.68150711,-3.951688312,20.26173413,7.052307128,2.387701904,209.2543033,21.03,36,0,3,0,2,2,4,2,6,3,0,6,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,23.851,9.013,3.332,3.969,0.05,11627.90698,610,2.032786885,4.3,220930.2326,"Inorg. Chem. 2010, 49, 11276"
85,511.356,0,0.592592593,1.185185185,1.814814815,1.758717086,17.84672421,13.39381341,-3.011688312,15.08578772,5.491505909,1.900883282,161.7175806,11.8,27,0,2,0,2,2,2,2,4,2,0,3,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,3,1.5,1.5,1.5,3,1.5,1.5,3,3,3,3,17.824,7.053,2.593,3.069,0.52,192592.5926,496,2.5,2.7,177777.7778,"Angew. Chem. Int. Ed. 2009, 48, 9909"
86,523.367,0,0.714285714,1.285714286,1.892857143,1.76995423,18.7169677,13.78766026,-3.011688312,15.98940299,5.741616155,1.976531291,168.0825228,11.8,28,0,2,0,2,2,2,2,4,2,0,3,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.04,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,3,1.5,1.5,1.5,3,1.5,1.5,3,3,3,3,18.744,7.301,2.778,3.279,0.46,143750,510,2.431372549,3.2,168750,"Angew. Chem. Int. Ed. 2009, 48, 9909"
87,580.361,0,0.709677419,1.258064516,1.806451613,1.756291826,21.2169677,14.99898512,-3.221688312,18.53954494,6.388238857,2.519631747,180.579129,11.8,31,0,2,0,2,2,2,2,4,2,0,6,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.04,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,3,1.5,1.5,1.5,3,1.5,1.5,3,3,3,3,21.528,8.045,3.333,3.82,0.29,170588.2353,486,2.551440329,1.7,417647.0588,"Angew. Chem. Int. Ed. 2009, 48, 9909"
88,599.359,0,0.75,1.3125,1.84375,1.727589905,22.08721119,15.39283197,-3.291688312,19.39785816,6.603836479,2.580448748,184.7446644,11.8,32,0,2,0,2,2,2,2,4,2,0,7,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.04,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,3,1.5,1.5,1.5,3,1.5,1.5,3,3,3,3,22.463,8.294,3.529,4.003,0.29,290000,486,2.551440329,1,710000,"Angew. Chem. Int. Ed. 2009, 48, 9909"
89,608.371,0,0.818181818,1.393939394,1.909090909,1.689187285,22.79431797,15.93083678,-3.421688312,20.20407392,7.036573361,2.822106022,192.0576163,21.03,33,0,3,0,2,2,2,2,4,3,0,7,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.076923077,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,3,1.5,1.5,1.5,3,1.5,1.5,3,3,3,3,23.402,8.834,3.719,4.308,0.47,276470.5882,512,2.421875,1.7,311764.7059,"Angew. Chem. Int. Ed. 2009, 48, 9909"
90,618.39,0,0.794117647,1.352941176,1.852941176,1.660410745,23.66456146,16.30351558,-3.421688312,21.13438402,7.286662684,2.89970418,199.0688469,15.04,34,0,3,0,2,2,2,2,4,3,0,7,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.111111111,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,3,1.5,1.5,1.5,3,1.5,1.5,3,3,3,3,24.343,9.081,3.919,4.53,0.08,20512.82051,480,2.583333333,3.9,235897.4359,"Angew. Chem. Int. Ed. 2009, 48, 9909"
91,649.366,0,0.628571429,1.142857143,1.628571429,1.63960899,24.58721119,16.60415684,-3.431688312,22.05892997,7.285067364,3.180415576,199.4406773,11.8,35,0,2,0,2,2,2,2,4,2,0,9,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.076923077,1.4448,1,40.7,0.309,6,6,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,3,1.5,1.5,1.5,3,1.5,1.5,3,3,3,3,25.288,9.04,4.113,4.591,0.3,200000,484,2.561983471,1.5,466666.6667,"Angew. Chem. Int. Ed. 2009, 48, 9909"
92,666.919,0,0.605263158,1.184210526,1.868421053,1.567203281,26.61215522,17.95851157,-2.801688312,24.25338312,7.871285503,3.360745796,232.820652,11.8,38,0,2,0,2,2,3,2,5,2,0,4,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.235294118,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,26.871,9.25,4.194,5.024,0.78,103000,530,2.339622642,7.6,28947.36842,Angew Chem Int Ed Engl. 2015;54(7):2084-2089
93,666.919,0,0.605263158,1.184210526,1.842105263,1.567203281,26.61215522,17.95851157,-2.801688312,24.25338312,7.871285503,3.360745796,232.820652,11.8,38,0,2,0,2,2,3,2,5,2,0,4,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.235294118,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,26.871,9.25,4.194,5.024,0.1,143000,561,2.210338681,0.7,1285714.286,Angew Chem Int Ed Engl. 2015;54(7):2084-2089
94,666.919,0,0.578947368,1.184210526,1.894736842,1.579356862,26.61215522,17.97534832,-2.801688312,24.25338312,7.871285503,3.295298462,232.820652,11.8,38,0,2,0,2,2,3,2,5,2,0,4,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.235294118,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,26.871,9.25,4.114,5.024,0.001,5000,624,1.987179487,0.2,4995000,Angew Chem Int Ed Engl. 2015;54(7):2084-2089
95,674.964,0,0.702702703,1.324324324,2,1.554252539,25.90504844,17.45851157,-2.321688312,23.77019422,7.624832589,3.334283467,230.4610152,11.8,37,0,2,0,2,2,2,3,5,3,0,5,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.25,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,25.934,8.748,3.923,4.899,0.25,24800,588,2.108843537,10.1,74257.42574,Angew Chem Int Ed Engl. 2015;54(7):2084-2089
96,723.008,0,0.658536585,1.268292683,1.975609756,1.488891098,28.47396254,19.44167482,-2.841688312,25.83602548,8.376018846,3.587063616,253.1426798,11.8,41,0,2,0,2,2,3,3,6,3,0,5,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.222222222,1.4448,1,40.7,0.309,6,17,7,7,0,0,0.49,0.49,0,0,0.49,0.49,0,0,0.98,0.98,1.5,0,1.5,1.5,1.5,0,1.5,1.5,3,0,3,3,28.472,9.748,4.293,5.278,0.033,7330,644,1.925465839,4.5,214888.8889,Angew Chem Int Ed Engl. 2015;54(7):2084-2089
97,671.487,0,0.575,1.15,1.85,1.482848651,27.60371905,19.07048333,-3.551688312,24.26178317,7.797723024,3.102911275,240.5307034,21.03,40,0,3,0,3,3,3,2,5,3,0,4,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.222222222,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,27.542,9.498,4.04,4.73,0.73,155000,503,2.465208748,4.7,57446.80851,"Chem. Sci., 2014,5, 4819-4830"
98,719.531,0,0.522727273,1.045454545,1.681818182,1.508454239,30.97396254,20.67565505,-3.551688312,27.95861881,8.790605622,3.779042085,265.9904718,21.03,44,0,3,0,3,3,3,2,5,3,0,4,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.3,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,31.279,10.499,4.78,5.586,0.82,222000,518,2.393822394,3.7,48648.64865,"Chem. Sci., 2014,5, 4819-4830"
99,731.542,0,0.622222222,1.244444444,1.977777778,1.314263155,30.62022691,21.53680983,-3.551688312,26.64491687,8.422561848,3.30783807,270.3437516,21.03,45,0,3,2,3,5,3,2,5,3,0,4,1,1,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.317073171,1.4448,1,40.7,0.309,8,6,7,7,0.89,0,0.49,0.49,0.89,0,0.49,0.49,0.89,0,0.98,0.98,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,3,3,3,29.877,10.044,4.076,4.987,0.9,184000,522,2.375478927,4.9,20408.16327,"Chem. Sci., 2014,5, 4819-4830"
100,719.531,0,0.522727273,1.068181818,1.704545455,1.457535462,30.97396254,20.67565505,-3.551688312,27.95861881,8.790605622,3.779042085,265.9904718,21.03,44,0,3,0,3,3,3,2,5,3,0,4,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.3,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,31.279,10.499,4.78,5.586,0.77,193000,522,2.375478927,4,57500,"Chem. Sci., 2014,5, 4819-4830"
101,767.575,0,0.479166667,0.979166667,1.5625,1.501975318,34.34420602,22.28082677,-3.551688312,31.69996807,9.784743668,4.489582313,291.4502403,21.03,48,0,3,0,3,3,3,2,5,3,0,4,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.363636364,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,35.052,11.499,5.549,6.462,0.77,193000,522,2.375478927,4,57500,"Chem. Sci., 2014,5, 4819-4830"
102,815.619,0,0.423076923,0.865384615,1.403846154,1.52059546,37.71444951,23.88599848,-3.551688312,35.47672496,10.77983196,5.229476913,316.9100087,21.03,52,0,3,0,3,3,3,2,5,3,0,4,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.416666667,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,38.854,12.499,6.34,7.355,0.95,173000,543,2.283609576,5.5,9090.909091,"Chem. Sci., 2014,5, 4819-4830"
103,863.663,0,0.410714286,0.839285714,1.339285714,1.57089825,41.084693,25.50800695,-3.551688312,39.28210186,11.77565679,5.911866692,342.3697772,21.03,56,0,3,0,3,3,3,2,5,3,0,4,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.461538462,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,42.681,13.499,7.056,8.26,0.23,100000,570,2.175438596,2.3,334782.6087,"Chem. Sci., 2014,5, 4819-4830"
104,757.56,0,0.574468085,1.191489362,1.914893617,1.397457859,32.29395349,22.55364658,-4.531688312,28.67214282,9.747725,4.038778269,281.3476312,24.27,47,0,4,0,3,3,4,2,6,4,0,5,2,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.19047619,1.4448,1,40.7,0.309,6,8,7,7,0,0.89,0.49,0.49,0,0.89,0.49,0.49,0,0.89,0.98,0.98,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,1,3,3,32.877,12.029,5.189,5.947,0.9,209000,551,2.250453721,4.3,23255.81395,"Chem. Sci., 2014,5, 4819-4830"
